n_interven,personaje,texto,jornada,versos,n_versos
58,CLOTALDO,"    Aunque la nobleza vive
de la parte del que da,
el agradecerla está 
de parte del que recibe;
    y pues ya dar he sabido,
ya tengo con nombre honroso
el nombre de generoso.
Déjame el de agradecido, 
    pues le puedo conseguir
siendo agradecido cuanto
liberal, pues honra tanto
el dar como el recibir.",3,"['    Aunque la nobleza vive', 'de la parte del que da,', 'el agradecerla está ', 'de parte del que recibe;', '    y pues ya dar he sabido,', 'ya tengo con nombre honroso', 'el nombre de generoso.', 'Déjame el de agradecido, ', '    pues le puedo conseguir', 'siendo agradecido cuanto', 'liberal, pues honra tanto', 'el dar como el recibir.']",12
59,ROSAURA,"    De ti recibí la vida, 
y tú mismo me dijiste,
cuando la vida me diste,
que la que estaba ofendida
    no era vida. Luego yo
nada de ti he recibido; 
pues muerte, no vida, ha sido
la que tu mano me dio.
    Y si debes ser primero
liberal que agradecido
(como de ti mismo he oído), 
que me des la vida espero,
    que no me la has dado, y pues
el dar engrandece más,
sé antes liberal; serás
agradecido después. ",3,"['    De ti recibí la vida, ', 'y tú mismo me dijiste,', 'cuando la vida me diste,', 'que la que estaba ofendida', '    no era vida. Luego yo', 'nada de ti he recibido; ', 'pues muerte, no vida, ha sido', 'la que tu mano me dio.', '    Y si debes ser primero', 'liberal que agradecido', '(como de ti mismo he oído), ', 'que me des la vida espero,', '    que no me la has dado, y pues', 'el dar engrandece más,', 'sé antes liberal; serás', 'agradecido después. ']",16
60,CLOTALDO,"    Vencido de tu argumento,
antes liberal seré.
Yo, Rosaura, te daré
mi hacienda, y en un convento
    vive; que está bien pensado 
el medio que solicito;
pues huyendo de un delito

te recoges a un sagrado;
    que cuando, tan dividido,
el reino desdichas siente, 
no he de ser quien las aumente,
habiendo noble nacido.
    Con el remedio elegido
soy con el reino leal,
soy contigo liberal, 
con Astolfo agradecido;
    y así escogerle te cuadre,
quedándose entre los dos,
que no hiciera ¡vive Dios!
más, cuando fuera tu padre. ",3,"['    Vencido de tu argumento,', 'antes liberal seré.', 'Yo, Rosaura, te daré', 'mi hacienda, y en un convento', '    vive; que está bien pensado ', 'el medio que solicito;', 'pues huyendo de un delito', 'te recoges a un sagrado;', '    que cuando, tan dividido,', 'el reino desdichas siente, ', 'no he de ser quien las aumente,', 'habiendo noble nacido.', '    Con el remedio elegido', 'soy con el reino leal,', 'soy contigo liberal, ', 'con Astolfo agradecido;', '    y así escogerle te cuadre,', 'quedándose entre los dos,', 'que no hiciera ¡vive Dios!', 'más, cuando fuera tu padre. ']",20
61,ROSAURA,"    Cuando tú mi padre fueras,
sufriera esa injuria yo;
pero no siéndolo, no.",3,"['    Cuando tú mi padre fueras,', 'sufriera esa injuria yo;', 'pero no siéndolo, no.']",3
62,CLOTALDO,Pues ¿qué es lo q[ue] hacer esperas?,3,['Pues ¿qué es lo q[ue] hacer esperas?'],1
63,ROSAURA,    Matar al Duque.,3,['    Matar al Duque.'],1
64,CLOTALDO,"Una dama

que padre no ha conocido
¿tanto valor ha tenido?",3,"['Una dama', 'que padre no ha conocido', '¿tanto valor ha tenido?']",3
65,ROSAURA,Sí.,3,['Sí.'],1
66,CLOTALDO,¿Quién te alienta?,3,['¿Quién te alienta?'],1
67,ROSAURA,Mi fama.,3,['Mi fama.'],1
68,CLOTALDO,Mira que a Astolfo has de ver...,3,['Mira que a Astolfo has de ver...'],1
69,ROSAURA,Todo mi honor lo atropella. ,3,['Todo mi honor lo atropella. '],1
70,CLOTALDO,"...tu rey, y esposo de Estrella.",3,"['...tu rey, y esposo de Estrella.']",1
71,ROSAURA,¡Vive Dios que no ha de ser!,3,['¡Vive Dios que no ha de ser!'],1
72,CLOTALDO,    Es locura.,3,['    Es locura.'],1
73,ROSAURA,Ya lo veo.,3,['Ya lo veo.'],1
74,CLOTALDO,Pues véncela.,3,['Pues véncela.'],1
75,ROSAURA,No podré.,3,['No podré.'],1
76,CLOTALDO,Pues perderás...,3,['Pues perderás...'],1
77,ROSAURA,"Ya lo sé.
",3,['Ya lo sé.'],1
78,CLOTALDO,...vida y honor.,3,['...vida y honor.'],1
79,ROSAURA,Bien lo creo.,3,['Bien lo creo.'],1
80,CLOTALDO,    ¿Qué intentas?,3,['    ¿Qué intentas?'],1
81,ROSAURA,Mi muerte.,3,['Mi muerte.'],1
82,CLOTALDO,"Mira
que eso es despecho.",3,"['Mira', 'que eso es despecho.']",2
83,ROSAURA,Es honor.,3,['Es honor.'],1
84,CLOTALDO,Es desatino.,3,['Es desatino.'],1
85,ROSAURA,Es valor.,3,['Es valor.'],1
86,CLOTALDO,Es frenesí.,3,['Es frenesí.'],1
87,ROSAURA,"Es rabia, es ira.
",3,"['Es rabia, es ira.']",1
88,CLOTALDO,"    En fin, ¿que no se da medio
a tu ciega pasión?",3,"['    En fin, ¿que no se da medio', 'a tu ciega pasión?']",2
89,ROSAURA,No.,3,['No.'],1
90,CLOTALDO,¿Quién ha de ayudarte?,3,['¿Quién ha de ayudarte?'],1
91,ROSAURA,Yo.,3,['Yo.'],1
92,CLOTALDO,¿No hay remedio?,3,['¿No hay remedio?'],1
93,ROSAURA,No hay remedio.,3,['No hay remedio.'],1
94,CLOTALDO,    Piensa bien si hay otros modos... ,3,['    Piensa bien si hay otros modos... '],1
95,ROSAURA,"Perderme de otra manera.
 (Vase.) ",3,"['Perderme de otra manera.', ' (Vase.) ']",2
96,CLOTALDO,"Pues has de perderte, espera,
hija, y perdámonos todos.
 (Vase.) ",3,"['Pues has de perderte, espera,', 'hija, y perdámonos todos.', ' (Vase.) ']",3
97,SEGISMUNDO,"    Si este día me viera
Roma en los triunfos de su edad primera, 
¡oh, cuánto se alegrara,
viendo lograr una ocasión tan rara
de tener una fiera
que sus grandes ejércitos rigiera,

a cuyo altivo aliento 
fuera poca conquista el firmamento!
Pero el vuelo abatamos,
espíritu. No así desvanezcamos
aqueste aplauso incierto,
si ha de pesarme cuando esté despierto 
de haberlo conseguido
para haberlo perdido;
pues mientras menos fuere
menos se sentirá si se perdiere.",3,"['    Si este día me viera', 'Roma en los triunfos de su edad primera, ', '¡oh, cuánto se alegrara,', 'viendo lograr una ocasión tan rara', 'de tener una fiera', 'que sus grandes ejércitos rigiera,', 'a cuyo altivo aliento ', 'fuera poca conquista el firmamento!', 'Pero el vuelo abatamos,', 'espíritu. No así desvanezcamos', 'aqueste aplauso incierto,', 'si ha de pesarme cuando esté despierto ', 'de haberlo conseguido', 'para haberlo perdido;', 'pues mientras menos fuere', 'menos se sentirá si se perdiere.']",16
98,CLARÍN,"En un veloz caballo 
(perdóname, que fuerza es el pintallo
en viniéndome a cuento),
en quien un mapa se dibuja atento,
pues el cuerpo es la tierra,
el fuego el alma que en el pecho encierra, 
la espuma el mar, el aire su suspiro,
en cuya confusión un caos admiro,
pues en el alma, espuma, cuerpo, aliento,
monstruo es de fuego, tierra, mar y viento,
de color remendado, 
rucio, y a su propósito rodado
del que bate la espuela
y en vez de correr vuela,

a tu presencia llega
airosa una mujer.",3,"['En un veloz caballo ', '(perdóname, que fuerza es el pintallo', 'en viniéndome a cuento),', 'en quien un mapa se dibuja atento,', 'pues el cuerpo es la tierra,', 'el fuego el alma que en el pecho encierra, ', 'la espuma el mar, el aire su suspiro,', 'en cuya confusión un caos admiro,', 'pues en el alma, espuma, cuerpo, aliento,', 'monstruo es de fuego, tierra, mar y viento,', 'de color remendado, ', 'rucio, y a su propósito rodado', 'del que bate la espuela', 'y en vez de correr vuela,', 'a tu presencia llega', 'airosa una mujer.']",16
99,SEGISMUNDO,"Su luz me ciega.
",3,['Su luz me ciega.'],1
100,CLARÍN,"¡Vive Dios que es Rosaura!
 (Vase.) ",3,"['¡Vive Dios que es Rosaura!', ' (Vase.) ']",2
101,SEGISMUNDO,El cielo a mi presencia la restaura.,3,['El cielo a mi presencia la restaura.'],1
102,ROSAURA,"    Generoso Segismundo,
cuya majestad heroica
sale al día de sus hechos 
de la noche de sus sombras;
y como el mayor planeta
que en los brazos de la aurora
se restituye luciente
a las flores y a las rosas, 
y sobre mares y montes,
cuando coronado asoma,
luz esparce, rayos brilla,
cumbres baña, espumas borda;
así amanezcas al mundo, 
luciente sol de Polonia,
que a una mujer infelice,
que hoy a tus plantas se arroja,
ampares por ser mujer

y desdichada, dos cosas 
que, para obligar a un hombre
que de valiente blasona,
cualquiera de las dos basta,
de las dos cualquiera sobra.
Tres veces son las que ya 
me admiras, tres las que ignoras
quién soy, pues las tres me has visto
en diverso traje y forma.
La primera me creíste
varón, en la rigurosa 
prisión, donde fue tu vida
de mis desdichas lisonja.
La segunda me admiraste
mujer, cuando fue la pompa
de tu majestad un sueño, 
una fantasma, una sombra.
La tercera es hoy, que siendo
monstruo de una especie y otra,
entre galas de mujer
armas de varón me adornan. 
Y porque compadecido
mejor mi amparo dispongas,
es bien que de mis sucesos
trágicas fortunas oigas.
De noble madre nací 
en la corte de Moscovia,
que, según fue desdichada,
debió de ser muy hermosa.
En ésta puso los ojos
un traidor, que no le nombra 
mi voz por no conocerle,
de cuyo valor me informa
el mío; pues siendo objeto
de su idea, siento agora
no haber nacido gentil, 
para persuadirme loca,
a que fue algún dios de aquellos

que en metamorfosis lloran,
lluvia de oro, cisne y toro,
Dánae, Leda y Europa. 
Cuando pensé que alargaba,
citando aleves historias,
el discurso, hallo que en él
te he dicho en razones pocas
que mi madre, persuadida 
a finezas amorosas,
fue como ninguna bella,
y fue infeliz como todas.
Aquella necia disculpa
de fe y palabra de esposa 
la alcanza tanto que aun hoy
el pensamiento la cobra,
habiendo sido un tirano
tan Eneas de su honra
que la dejó hasta la espada. 
Enváinese aquí su hoja,
que yo la desnudaré
antes que acabe la historia.
Deste, pues, mal dado nudo
que ni ata ni aprisiona, 
o matrimonio o delito,

si bien todo es una cosa,
nací yo tan parecida,
que fui un retrato, una copia,
ya que en la hermosura no, 
en la dicha y en las obras;
y así no habré menester
decir que, poco dichosa
heredera de fortunas,
corrí con ella una propia. 
Lo más que podré decirte
de mí es el dueño que roba
los trofeos de mi honor,
los despojos de mi honra.
Astolfo... ¡Ay de mí!, al nombrarle 
se encoleriza y se enoja
el corazón, propio efeto
de que enemigo se nombra.
Astolfo fue el dueño ingrato
que olvidado de las glorias 
(porque en un pasado amor
se olvida hasta la memoria),
vino a Polonia, llamado
de su conquista famosa,
a casarse con Estrella, 
que fue de mi ocaso antorcha.
¿Quién creerá que, habiendo sido
una Estrella quien conforma
dos amantes, sea una Estrella
la que los divida agora? 
Yo ofendida, yo burlada,
quedé triste, quedé loca,
quedé muerta, quedé yo,
que es decir que quedó toda
la confusión del infierno 
cifrada en mi Babilonia;

y declarándome muda
(porque hay penas y congojas
que las dicen los afectos
mucho mejor que la boca) 
dije mis penas callando,
hasta que una vez a solas
Violante mi madre ¡ay cielos!
rompió la prisión, y en tropa
del pecho salieron juntas, 
tropezando unas con otras.
No me embaracé en decirlas;
que en sabiendo una persona
que a quien sus flaquezas cuenta
ha sido cómplice en otras, 
parece que ya le hace
la salva y le desahoga;
que a veces el mal ejemplo
sirve de algo. En fin, piadosa
oyó mis quejas, y quiso 
consolarme con las propias.
Juez que ha sido delincuente,
¡qué fácilmente perdona!
Y escarmentando en sí misma
(que por dejar a la ociosa 
libertad, al tiempo fácil
el remedio de su honra,
no le tuvo en mis desdichas),
por mejor consejo toma
que le siga y que le obligue, 
con finezas prodigiosas,
a la deuda de mi honor;
y para que a menos costa

fuese, quiso mi fortuna
q[ue] en traje de hombre me ponga. 
Descolgó una antigua espada
que es ésta que ciño. Agora
es tiempo que se desnude,
como prometí, la hoja,
pues confiada en sus señas 
me dijo: «Parte a Polonia,
y procura que te vean
ese acero que te adorna
los más nobles; que en alguno
podrá ser que hallen piadosa 
acogida tus fortunas
y consuelo tus congojas.»
Llegué a Polonia en efeto.
Pasemos, pues que no importa
el decirlo, y ya se sabe 
que un bruto que se desboca
me llevó a tu cueva, adonde
tú de mirarme te asombras.
Pasemos que allí Clotaldo
de mi parte se apasiona, 
que pide mi vida al Rey,
que el Rey mi vida le otorga,
que informado de quién soy,
me persuade a que me ponga
mi propio traje, y que sirva 
a Estrella, donde ingeniosa
estorbé el amor de Astolfo
y el ser Estrella su esposa.
Pasemos que aquí me viste
otra vez confuso, y otra 
con el traje de mujer
confundiste entrambas formas;
y vamos a que Clotaldo,
persuadido a que le importa
que se casen y que reinen 
Astolfo y Estrella hermosa,

contra mi honor me aconseja
que la pretensión disponga.
Yo, viendo que tú, ¡oh valiente
Segismundo!, a quien hoy toca 
la venganza, pues el cielo
quiere que la cárcel rompas
desa rústica prisión,
donde ha sido tu persona
al sentimiento una fiera, 
al sufrimiento una roca,
las armas contra tu patria
y contra tu padre tomas,
vengo a ayudarte, mezclando
entre las galas costosas 
de Dïana, los arneses
de Palas, vistiendo agora
ya la tela y ya el acero,
q[ue] entrambos juntos me adornan.
Ea, pues, fuerte caudillo, 
a los dos juntos importa
impedir y deshacer
estas concertadas bodas;
a mí porque no se case
el que mi esposo se nombra, 
y a ti porque, estando juntos
sus dos estados, no pongan
con más poder y más fuerza
en duda nuestra vitoria.
Mujer, vengo a persuadirte 
el remedio de mi honra,
y varón, vengo a alentarte
a que cobres tu corona.
Mujer, vengo a enternecerte

cuando a tus plantas me ponga, 
y varón, vengo a servirte
cuando a tus gentes socorra.
Mujer, vengo a que me valgas
en mi agravio y mi congoja,
y varón, vengo a valerte 
con mi acero y mi persona.
Y así piensa que si hoy
como a mujer me enamoras,
como varón te daré
la muerte en defensa honrosa 
de mi honor; porque he de ser,
en su conquista, amorosa,
mujer para darte quejas,
varón para ganar honras.",3,"['    Generoso Segismundo,', 'cuya majestad heroica', 'sale al día de sus hechos ', 'de la noche de sus sombras;', 'y como el mayor planeta', 'que en los brazos de la aurora', 'se restituye luciente', 'a las flores y a las rosas, ', 'y sobre mares y montes,', 'cuando coronado asoma,', 'luz esparce, rayos brilla,', 'cumbres baña, espumas borda;', 'así amanezcas al mundo, ', 'luciente sol de Polonia,', 'que a una mujer infelice,', 'que hoy a tus plantas se arroja,', 'ampares por ser mujer', 'y desdichada, dos cosas ', 'que, para obligar a un hombre', 'que de valiente blasona,', 'cualquiera de las dos basta,', 'de las dos cualquiera sobra.', 'Tres veces son las que ya ', 'me admiras, tres las que ignoras', 'quién soy, pues las tres me has visto', 'en diverso traje y forma.', 'La primera me creíste', 'varón, en la rigurosa ', 'prisión, donde fue tu vida', 'de mis desdichas lisonja.', 'La segunda me admiraste', 'mujer, cuando fue la pompa', 'de tu majestad un sueño, ', 'una fantasma, una sombra.', 'La tercera es hoy, que siendo', 'monstruo de una especie y otra,', 'entre galas de mujer', 'armas de varón me adornan. ', 'Y porque compadecido', 'mejor mi amparo dispongas,', 'es bien que de mis sucesos', 'trágicas fortunas oigas.', 'De noble madre nací ', 'en la corte de Moscovia,', 'que, según fue desdichada,', 'debió de ser muy hermosa.', 'En ésta puso los ojos', 'un traidor, que no le nombra ', 'mi voz por no conocerle,', 'de cuyo valor me informa', 'el mío; pues siendo objeto', 'de su idea, siento agora', 'no haber nacido gentil, ', 'para persuadirme loca,', 'a que fue algún dios de aquellos', 'que en metamorfosis lloran,', 'lluvia de oro, cisne y toro,', 'Dánae, Leda y Europa. ', 'Cuando pensé que alargaba,', 'citando aleves historias,', 'el discurso, hallo que en él', 'te he dicho en razones pocas', 'que mi madre, persuadida ', 'a finezas amorosas,', 'fue como ninguna bella,', 'y fue infeliz como todas.', 'Aquella necia disculpa', 'de fe y palabra de esposa ', 'la alcanza tanto que aun hoy', 'el pensamiento la cobra,', 'habiendo sido un tirano', 'tan Eneas de su honra', 'que la dejó hasta la espada. ', 'Enváinese aquí su hoja,', 'que yo la desnudaré', 'antes que acabe la historia.', 'Deste, pues, mal dado nudo', 'que ni ata ni aprisiona, ', 'o matrimonio o delito,', 'si bien todo es una cosa,', 'nací yo tan parecida,', 'que fui un retrato, una copia,', 'ya que en la hermosura no, ', 'en la dicha y en las obras;', 'y así no habré menester', 'decir que, poco dichosa', 'heredera de fortunas,', 'corrí con ella una propia. ', 'Lo más que podré decirte', 'de mí es el dueño que roba', 'los trofeos de mi honor,', 'los despojos de mi honra.', 'Astolfo... ¡Ay de mí!, al nombrarle ', 'se encoleriza y se enoja', 'el corazón, propio efeto', 'de que enemigo se nombra.', 'Astolfo fue el dueño ingrato', 'que olvidado de las glorias ', '(porque en un pasado amor', 'se olvida hasta la memoria),', 'vino a Polonia, llamado', 'de su conquista famosa,', 'a casarse con Estrella, ', 'que fue de mi ocaso antorcha.', '¿Quién creerá que, habiendo sido', 'una Estrella quien conforma', 'dos amantes, sea una Estrella', 'la que los divida agora? ', 'Yo ofendida, yo burlada,', 'quedé triste, quedé loca,', 'quedé muerta, quedé yo,', 'que es decir que quedó toda', 'la confusión del infierno ', 'cifrada en mi Babilonia;', 'y declarándome muda', '(porque hay penas y congojas', 'que las dicen los afectos', 'mucho mejor que la boca) ', 'dije mis penas callando,', 'hasta que una vez a solas', 'Violante mi madre ¡ay cielos!', 'rompió la prisión, y en tropa', 'del pecho salieron juntas, ', 'tropezando unas con otras.', 'No me embaracé en decirlas;', 'que en sabiendo una persona', 'que a quien sus flaquezas cuenta', 'ha sido cómplice en otras, ', 'parece que ya le hace', 'la salva y le desahoga;', 'que a veces el mal ejemplo', 'sirve de algo. En fin, piadosa', 'oyó mis quejas, y quiso ', 'consolarme con las propias.', 'Juez que ha sido delincuente,', '¡qué fácilmente perdona!', 'Y escarmentando en sí misma', '(que por dejar a la ociosa ', 'libertad, al tiempo fácil', 'el remedio de su honra,', 'no le tuvo en mis desdichas),', 'por mejor consejo toma', 'que le siga y que le obligue, ', 'con finezas prodigiosas,', 'a la deuda de mi honor;', 'y para que a menos costa', 'fuese, quiso mi fortuna', 'q[ue] en traje de hombre me ponga. ', 'Descolgó una antigua espada', 'que es ésta que ciño. Agora', 'es tiempo que se desnude,', 'como prometí, la hoja,', 'pues confiada en sus señas ', 'me dijo: «Parte a Polonia,', 'y procura que te vean', 'ese acero que te adorna', 'los más nobles; que en alguno', 'podrá ser que hallen piadosa ', 'acogida tus fortunas', 'y consuelo tus congojas.»', 'Llegué a Polonia en efeto.', 'Pasemos, pues que no importa', 'el decirlo, y ya se sabe ', 'que un bruto que se desboca', 'me llevó a tu cueva, adonde', 'tú de mirarme te asombras.', 'Pasemos que allí Clotaldo', 'de mi parte se apasiona, ', 'que pide mi vida al Rey,', 'que el Rey mi vida le otorga,', 'que informado de quién soy,', 'me persuade a que me ponga', 'mi propio traje, y que sirva ', 'a Estrella, donde ingeniosa', 'estorbé el amor de Astolfo', 'y el ser Estrella su esposa.', 'Pasemos que aquí me viste', 'otra vez confuso, y otra ', 'con el traje de mujer', 'confundiste entrambas formas;', 'y vamos a que Clotaldo,', 'persuadido a que le importa', 'que se casen y que reinen ', 'Astolfo y Estrella hermosa,', 'contra mi honor me aconseja', 'que la pretensión disponga.', 'Yo, viendo que tú, ¡oh valiente', 'Segismundo!, a quien hoy toca ', 'la venganza, pues el cielo', 'quiere que la cárcel rompas', 'desa rústica prisión,', 'donde ha sido tu persona', 'al sentimiento una fiera, ', 'al sufrimiento una roca,', 'las armas contra tu patria', 'y contra tu padre tomas,', 'vengo a ayudarte, mezclando', 'entre las galas costosas ', 'de Dïana, los arneses', 'de Palas, vistiendo agora', 'ya la tela y ya el acero,', 'q[ue] entrambos juntos me adornan.', 'Ea, pues, fuerte caudillo, ', 'a los dos juntos importa', 'impedir y deshacer', 'estas concertadas bodas;', 'a mí porque no se case', 'el que mi esposo se nombra, ', 'y a ti porque, estando juntos', 'sus dos estados, no pongan', 'con más poder y más fuerza', 'en duda nuestra vitoria.', 'Mujer, vengo a persuadirte ', 'el remedio de mi honra,', 'y varón, vengo a alentarte', 'a que cobres tu corona.', 'Mujer, vengo a enternecerte', 'cuando a tus plantas me ponga, ', 'y varón, vengo a servirte', 'cuando a tus gentes socorra.', 'Mujer, vengo a que me valgas', 'en mi agravio y mi congoja,', 'y varón, vengo a valerte ', 'con mi acero y mi persona.', 'Y así piensa que si hoy', 'como a mujer me enamoras,', 'como varón te daré', 'la muerte en defensa honrosa ', 'de mi honor; porque he de ser,', 'en su conquista, amorosa,', 'mujer para darte quejas,', 'varón para ganar honras.']",232
103,SEGISMUNDO," (Aparte. 
Cielos, si es verdad que sueño, 
suspendedme la memoria,
que no es posible que quepan
en un sueño tantas cosas.
¡Válgame Dios! ¡Quién supiera
o saber salir de todas, 
o no pensar en ninguna!
¿Quién vio penas tan dudosas?
Si soñé aquella grandeza
en que me vi, ¿cómo agora
esta mujer me refiere 
unas señas tan notorias?
Luego fue verdad, no sueño;
y si fue verdad, que es otra
confusión y no menor,
¿cómo mi vida le nombra 
sueño? Pues ¿tan parecidas
a los sueños son las glorias
que las verdaderas son
tenidas por mentirosas,
y las fingidas por ciertas? 
¿Tan poco hay de unas a otras

que hay cuestión sobre saber
si lo que se ve y se goza
es mentira o es verdad?
¿Tan semejante es la copia 
al original que hay duda
en saber si es ella propia?
Pues si es así, y ha de verse
desvanecida entre sombras
la grandeza y el poder, 
la majestad y la pompa,
sepamos aprovechar
este rato que nos toca,
pues sólo se goza en ella
lo que entre sueños se goza. 
Rosaura está en mi poder,
su hermosura el alma adora.
Gocemos, pues, la ocasión;
el amor las leyes rompa
del valor y confianza 
con que a mis plantas se postra.
Esto es sueño; y pues lo es,
soñemos dichas agora,
que después serán pesares.
Mas con mis razones propias 
vuelvo a convencerme a mí.
Si es sueño, si es vanagloria,
¿quién por vanagloria humana
pierde una divina gloria?
¿Qué pasado bien no es sueño? 
¿Quién tuvo dichas heroicas
que entre sí no diga, cuando
las revuelve en su memoria:
«sin duda que fue soñado
cuanto vi»? Pues si esto toca 
mi desengaño, si sé
que es el gusto llama hermosa
que le convierte en cenizas
cualquiera viento que sopla,

acudamos a lo eterno; 
que es la fama vividora,
donde ni duermen las dichas,
ni las grandezas reposan.
Rosaura está sin honor;
más a un príncipe le toca 
el dar honor que quitarle.
¡Vive Dios! que de su honra
he de ser conquistador
antes que de mi corona.
Huyamos de la ocasión, 
que es muy fuerte). ¡Al arma toca,
que hoy he de dar la batalla,
antes que las negras sombras
sepulten los rayos de oro
entre verdinegras ondas! ",3,"[' (Aparte. ', 'Cielos, si es verdad que sueño, ', 'suspendedme la memoria,', 'que no es posible que quepan', 'en un sueño tantas cosas.', '¡Válgame Dios! ¡Quién supiera', 'o saber salir de todas, ', 'o no pensar en ninguna!', '¿Quién vio penas tan dudosas?', 'Si soñé aquella grandeza', 'en que me vi, ¿cómo agora', 'esta mujer me refiere ', 'unas señas tan notorias?', 'Luego fue verdad, no sueño;', 'y si fue verdad, que es otra', 'confusión y no menor,', '¿cómo mi vida le nombra ', 'sueño? Pues ¿tan parecidas', 'a los sueños son las glorias', 'que las verdaderas son', 'tenidas por mentirosas,', 'y las fingidas por ciertas? ', '¿Tan poco hay de unas a otras', 'que hay cuestión sobre saber', 'si lo que se ve y se goza', 'es mentira o es verdad?', '¿Tan semejante es la copia ', 'al original que hay duda', 'en saber si es ella propia?', 'Pues si es así, y ha de verse', 'desvanecida entre sombras', 'la grandeza y el poder, ', 'la majestad y la pompa,', 'sepamos aprovechar', 'este rato que nos toca,', 'pues sólo se goza en ella', 'lo que entre sueños se goza. ', 'Rosaura está en mi poder,', 'su hermosura el alma adora.', 'Gocemos, pues, la ocasión;', 'el amor las leyes rompa', 'del valor y confianza ', 'con que a mis plantas se postra.', 'Esto es sueño; y pues lo es,', 'soñemos dichas agora,', 'que después serán pesares.', 'Mas con mis razones propias ', 'vuelvo a convencerme a mí.', 'Si es sueño, si es vanagloria,', '¿quién por vanagloria humana', 'pierde una divina gloria?', '¿Qué pasado bien no es sueño? ', '¿Quién tuvo dichas heroicas', 'que entre sí no diga, cuando', 'las revuelve en su memoria:', '«sin duda que fue soñado', 'cuanto vi»? Pues si esto toca ', 'mi desengaño, si sé', 'que es el gusto llama hermosa', 'que le convierte en cenizas', 'cualquiera viento que sopla,', 'acudamos a lo eterno; ', 'que es la fama vividora,', 'donde ni duermen las dichas,', 'ni las grandezas reposan.', 'Rosaura está sin honor;', 'más a un príncipe le toca ', 'el dar honor que quitarle.', '¡Vive Dios! que de su honra', 'he de ser conquistador', 'antes que de mi corona.', 'Huyamos de la ocasión, ', 'que es muy fuerte). ¡Al arma toca,', 'que hoy he de dar la batalla,', 'antes que las negras sombras', 'sepulten los rayos de oro', 'entre verdinegras ondas! ']",77
104,ROSAURA,"Señor, ¿pues así te ausentas?
¿Pues ni una palabra sola
no te debe mi cuidado,
no merece mi congoja?
¿Cómo es posible, señor, 
que ni me mires ni oigas?
¿Aun no me vuelves el rostro?",3,"['Señor, ¿pues así te ausentas?', '¿Pues ni una palabra sola', 'no te debe mi cuidado,', 'no merece mi congoja?', '¿Cómo es posible, señor, ', 'que ni me mires ni oigas?', '¿Aun no me vuelves el rostro?']",7
105,SEGISMUNDO,"Rosaura, al honor le importa
por ser piadoso contigo,
ser cruel contigo agora. 
No te responde mi voz,
porque mi honor te responda;
no te hablo, porque quiero
que te hablen por mí mis obras;
ni te miro, porque es fuerza, 
en pena tan rigurosa,
que no mire tu hermosura
quien ha de mirar tu honra.",3,"['Rosaura, al honor le importa', 'por ser piadoso contigo,', 'ser cruel contigo agora. ', 'No te responde mi voz,', 'porque mi honor te responda;', 'no te hablo, porque quiero', 'que te hablen por mí mis obras;', 'ni te miro, porque es fuerza, ', 'en pena tan rigurosa,', 'que no mire tu hermosura', 'quien ha de mirar tu honra.']",11
106,ROSAURA," (Aparte.)  
    ¿Qué enigmas, cielos, son éstas?
Después de tanto pesar, 
¡aún me queda que dudar
con equívocas respuestas!",3,"[' (Aparte.)  ', '    ¿Qué enigmas, cielos, son éstas?', 'Después de tanto pesar, ', '¡aún me queda que dudar', 'con equívocas respuestas!']",5
107,CLARÍN,"    Señora, ¿es hora de verte?",3,"['    Señora, ¿es hora de verte?']",1
108,ROSAURA,"¡Ay, Clarín! ¿Dónde has estado?",3,"['¡Ay, Clarín! ¿Dónde has estado?']",1
109,CLARÍN,"En una torre, encerrado 
brujuleando mi muerte,
    y si me da, o no me da;
y a figura que me diera
pasante quínola fuera
mi vida; que estuve ya 
    para dar un estallido.",3,"['En una torre, encerrado ', 'brujuleando mi muerte,', '    y si me da, o no me da;', 'y a figura que me diera', 'pasante quínola fuera', 'mi vida; que estuve ya ', '    para dar un estallido.']",7
110,ROSAURA,¿Por qué?,3,['¿Por qué?'],1
111,CLARÍN,"Porque sé el secreto
de quién eres, y en efeto,
  (Dentro, cajas.)
  Clotaldo... Pero ¿qué ruido
    es éste?",3,"['Porque sé el secreto', 'de quién eres, y en efeto,', '  (Dentro, cajas.)', '  Clotaldo... Pero ¿qué ruido', '    es éste?']",5
112,ROSAURA,"¿Qué puede ser?
",3,['¿Qué puede ser?'],1
113,CLARÍN,"Que del palacio sitiado
sale un escuadrón armado

a resistir y vencer
    el del fiero Segismundo.",3,"['Que del palacio sitiado', 'sale un escuadrón armado', 'a resistir y vencer', '    el del fiero Segismundo.']",4
114,ROSAURA,"Pues ¿cómo cobarde estoy 
y ya a su lado no soy
un escándalo del mundo,
    cuando ya tanta crueldad
cierra sin orden ni ley?
 (Vase.) ",3,"['Pues ¿cómo cobarde estoy ', 'y ya a su lado no soy', 'un escándalo del mundo,', '    cuando ya tanta crueldad', 'cierra sin orden ni ley?', ' (Vase.) ']",6
115,UNOS," (Dentro.) 
¡Viva n[uest]ro invicto Rey! ",3,"[' (Dentro.) ', '¡Viva n[uest]ro invicto Rey! ']",2
116,OTROS," (De[n]tro.) 
¡Viva nuestra libertad!",3,"[' (De[n]tro.) ', '¡Viva nuestra libertad!']",2
